IdCas,TRCID,CASRN,NAME,INCHIKEY
71410,5521,71-41-0,pentan-1-ol,AMQJEAYHLZJPGS-UHFFFAOYSA-N
71432,5523,71-43-2,benzene,UHOVQNZJYSORNB-UHFFFAOYSA-N
71556,5532,71-55-6,"1,1,1-trichloroethane",UOCLXMDMGBRAIB-UHFFFAOYSA-N
74884,5615,74-88-4,iodomethane,INQOMBQAUSQDDS-UHFFFAOYSA-N
74908,5617,74-90-8,hydrogen cyanide,LELOWRISYMNNSU-UHFFFAOYSA-N
74931,5619,74-93-1,methanethiol,LSDPWZHWYPCBBB-UHFFFAOYSA-N
74953,5620,74-95-3,dibromomethane,FJBFPHVGVWTDIP-UHFFFAOYSA-N
74964,5621,74-96-4,bromoethane,RDHPKYGYEGBMSE-UHFFFAOYSA-N
74975,5622,74-97-5,bromochloromethane,JPOXNPPZZKNXOV-UHFFFAOYSA-N
74986,5624,74-98-6,propane,ATUOYWHBWRKTHZ-UHFFFAOYSA-N
75036,5631,75-03-6,iodoethane,HVTICUPFWKNHNG-UHFFFAOYSA-N
75070,5633,75-07-0,ethanal,IKHGUXGNUITLKF-UHFFFAOYSA-N
75092,5635,75-09-2,dichloromethane,YMWUJEATGCHHMB-UHFFFAOYSA-N
75116,5637,75-11-6,diiodomethane,NZZFYRREKKOMAT-UHFFFAOYSA-N
75150,5639,75-15-0,carbon disulfide,QGJOPFRUJISHPQ-UHFFFAOYSA-N
75183,5640,75-18-3,2-thiapropane,QMMFVYPAHWMCMS-UHFFFAOYSA-N
75218,5642,75-21-8,oxirane,IAYPIBMASNFSPL-UHFFFAOYSA-N
75263,5645,75-26-3,2-bromopropane,NAMYKGVDVNBCFQ-UHFFFAOYSA-N
75296,5648,75-29-6,2-chloropropane,ULYZAYCEDJDHCC-UHFFFAOYSA-N
75309,5649,75-30-9,2-iodopropane,FMKOJHQHASLBPH-UHFFFAOYSA-N
75332,5651,75-33-2,2-propanethiol,KJRCEJOSASVSRA-UHFFFAOYSA-N
75343,5652,75-34-3,"1,1-dichloroethane",SCYULBFZEHDVBN-UHFFFAOYSA-N
75650,5673,75-65-0,2-methylpropan-2-ol,DKGAVHZHDRPRBM-UHFFFAOYSA-N
75694,5677,75-69-4,trichlorofluoromethane,CYRMSUTZVYGINF-UHFFFAOYSA-N
75832,5688,75-83-2,"2,2-dimethylbutane",HNRMPXKDFBEGFZ-UHFFFAOYSA-N
75854,5690,75-85-4,2-methylbutan-2-ol,MSXVEPNJUHWQHW-UHFFFAOYSA-N
75978,5696,75-97-8,"3,3-dimethyl-2-butanone",PJGSXYOJTGTZAV-UHFFFAOYSA-N
76131,5713,76-13-1,"1,1,2-trichloro-1,2,2-trifluoroethane",AJDIZQLSFPQPEY-UHFFFAOYSA-N
763291,5746,763-29-1,2-methyl-1-pentene,WWUVJRULCWHUSA-UHFFFAOYSA-N
7732185,5822,7732-18-5,water,XLYOFNOQVPJJNP-UHFFFAOYSA-N
78784,5888,78-78-4,2-methylbutane,QWTDNUCVQCZILF-UHFFFAOYSA-N
78795,5889,78-79-5,"2-methyl-1,3-butadiene",RRHGJUQNOFWUDK-UHFFFAOYSA-N
78820,5891,78-82-0,2-methylpropanenitrile,LRDFRRGEGBBSRN-UHFFFAOYSA-N
78831,5892,78-83-1,2-methyl-1-propanol,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N
78842,5893,78-84-2,2-methylpropanal,AMIMRNSIRUDHCM-UHFFFAOYSA-N
78864,5895,78-86-4,2-chlorobutane,BSPCSKHALVHRSR-UHFFFAOYSA-N
78922,5898,78-92-2,butan-2-ol,BTANRVKWQNVYAZ-UHFFFAOYSA-N
78933,5900,78-93-3,butanone,ZWEHNKRNPOVVGH-UHFFFAOYSA-N
79016,5906,79-01-6,trichloroethene,XSTXAVWGXDQKEL-UHFFFAOYSA-N
79163,5915,79-16-3,N-methylacetamide,OHLUUHNLEMFGTQ-UHFFFAOYSA-N
79209,5917,79-20-9,methyl ethanoate,KXKVLQRXCPHEJC-UHFFFAOYSA-N
79243,5918,79-24-3,nitroethane,MCSAJNNLRCFZED-UHFFFAOYSA-N
79276,5919,79-27-6,"1,1,2,2-tetrabromoethane",QXSZNDIIPUOQMB-UHFFFAOYSA-N
79298,5920,79-29-8,"2,3-dimethylbutane",ZFFMLCVRJBZUDZ-UHFFFAOYSA-N
79312,5922,79-31-2,2-methylpropanoic acid,KQNPFQTWMSNSAP-UHFFFAOYSA-N
79345,5923,79-34-5,"1,1,2,2-tetrachloroethane",QPFMBZIOSGYJDE-UHFFFAOYSA-N
79469,5934,79-46-9,2-nitropropane,FGLBSLMDCBOPQK-UHFFFAOYSA-N
80568,5949,80-56-8,2-pinene,GRWFGVWFFZKLTI-UHFFFAOYSA-N
80626,5951,80-62-6,methyl methacrylate,VVQNEPGJFQJSBK-UHFFFAOYSA-N
821556,5975,821-55-6,2-nonanone,VKCYHJWLYTUGCC-UHFFFAOYSA-N
84662,6047,84-66-2,"diethyl 1,2-benzenedioate",FLKPEMZONWLCSK-UHFFFAOYSA-N
872504,6094,872-50-4,N-methylpyrrolidone,SECXISVLQFMRJM-UHFFFAOYSA-N
88722,6158,88-72-2,2-nitrotoluene,PLAZTCDQAHEYBI-UHFFFAOYSA-N
88733,6159,88-73-3,1-chloro-2-nitrobenzene,BFCFYVKQTRLZHA-UHFFFAOYSA-N
91178,6213,91-17-8,decahydronaphthalene,NNBZCPXTIHJBJL-UHFFFAOYSA-N
91225,6216,91-22-5,quinoline,SMWDFEZZVXVKRB-UHFFFAOYSA-N
91667,6229,91-66-7,"N,N-diethylaniline",GGSUCNLOZRCGPQ-UHFFFAOYSA-N
919948,6239,919-94-8,"1,1-dimethylpropyl ethyl ether",KFRVYYGHSPLXSZ-UHFFFAOYSA-N
93583,6352,93-58-3,methyl benzoate,QPJVMBTYPHYUOC-UHFFFAOYSA-N
93890,6366,93-89-0,ethyl benzoate,MTZQAGJQAFMTAQ-UHFFFAOYSA-N
939275,6369,939-27-5,2-ethylnaphthalene,RJTJVVYSTUQWNI-UHFFFAOYSA-N
95476,6414,95-47-6,"1,2-dimethylbenzene",CTQNGGLPUBDAKN-UHFFFAOYSA-N
95487,6415,95-48-7,2-methylphenol,QWVGKYWNOKOFNN-UHFFFAOYSA-N
95498,6416,95-49-8,2-chlorotoluene,IBSQPLPBRSHTTG-UHFFFAOYSA-N
95501,6417,95-50-1,"1,2-dichlorobenzene",RFFLAFLAYFXFSW-UHFFFAOYSA-N
95534,6418,95-53-4,2-methylaniline,RNVCVTLRINQCPJ-UHFFFAOYSA-N
95636,6422,95-63-6,"1,2,4-trimethylbenzene",GWHJZXXIDMPWGX-UHFFFAOYSA-N
95921,6438,95-92-1,diethyl ethanedioate,WYACBZDAHNBPPB-UHFFFAOYSA-N
96140,6447,96-14-0,3-methylpentane,PFEOZHBOMNWTJB-UHFFFAOYSA-N
96220,6451,96-22-0,pentan-3-one,FDPIMTJIUBPUKL-UHFFFAOYSA-N
96333,6457,96-33-3,methyl propenoate,BAPJBEWLBFYGME-UHFFFAOYSA-N
96377,6460,96-37-7,methylcyclopentane,GDOPTJXRTPNYNR-UHFFFAOYSA-N
97858,6477,97-85-8,2-methylpropyl 2-methylpropanoate,RXGUIWHIADMCFC-UHFFFAOYSA-N
97881,6480,97-88-1,butyl 2-methyl-2-propenoate,SOGAXMICEFXMKE-UHFFFAOYSA-N
98011,6487,98-01-1,2-furaldehyde,HYBBIBNJHNGZAN-UHFFFAOYSA-N
98066,6490,98-06-6,"(1,1-dimethylethyl)benzene",YTZKOQUCBOVLHL-UHFFFAOYSA-N
98828,6510,98-82-8,isopropylbenzene,RWGFKTVRMDUZSP-UHFFFAOYSA-N
98862,6513,98-86-2,acetophenone,KWOLFJPFCHCOCG-UHFFFAOYSA-N
98953,6519,98-95-3,nitrobenzene,LQNUZADURLCDLV-UHFFFAOYSA-N
994058,6533,994-05-8,2-methoxy-2-methylbutane,HVZJRWJGKQPSFL-UHFFFAOYSA-N
99876,6553,99-87-6,1-(1-methylethyl)-4-methylbenzene,HFPZCAJZSCWRBC-UHFFFAOYSA-N
5451923,6878,5451-92-3,nonyl methanoate,MOGJOLMSQWGXPA-UHFFFAOYSA-N
120821,7073,120-82-1,"1,2,4-trichlorobenzene",PBKONEOXTCPAFI-UHFFFAOYSA-N
78875,7112,78-87-5,"1,2-dichloropropane",KNKRKFALVUDBJE-UHFFFAOYSA-N
108872,7175,108-87-2,methylcyclohexane,UAEPNZWRGJTJPN-UHFFFAOYSA-N
75354,7397,75-35-4,"1,1-dichloroethene",LGXVIGDEPROXKC-UHFFFAOYSA-N
77747,7404,77-74-7,3-methyl-3-pentanol,FRDAATYAJDYRNW-UHFFFAOYSA-N
95512,7433,95-51-2,2-chlorobenzeneamine,AKCRQHGQIJBRMN-UHFFFAOYSA-N
97621,7439,97-62-1,ethyl 2-methylpropanoate,WDAXFOBOLVPGLV-UHFFFAOYSA-N
111444,7601,111-44-4,"2,2'-dichlorodiethyl ether",ZNSMNVMLTJELDZ-UHFFFAOYSA-N
107211,7609,107-21-1,"1,2-ethanediol",LYCAIKOWRPUZTN-UHFFFAOYSA-N
107186,7611,107-18-6,2-propenol,XXROGKLTLUQVRX-UHFFFAOYSA-N
630206,7709,630-20-6,"1,1,1,2-tetrachloroethane",QVLAWKAXOMEXPM-UHFFFAOYSA-N
108429,7788,108-42-9,3-chlorobenzenamine,PNPCRKVUWYDDST-UHFFFAOYSA-N
110894,7795,110-89-4,piperidine,NQRYJNQNLNOLGT-UHFFFAOYSA-N
112594,7802,112-59-4,2-(2-hexyloxyethoxy)ethanol,GZMAAYIALGURDQ-UHFFFAOYSA-N
123513,7815,123-51-3,3-methylbutan-1-ol,PHTQWCKDNZKARW-UHFFFAOYSA-N
156605,7850,156-60-5,"(E)-1,2-dichloroethene",KFUSEUYYWQURPO-OWOJBTEDSA-N
589811,8075,589-81-1,3-methylheptane,LAIUFBWHERIJIH-UHFFFAOYSA-N
75525,8151,75-52-5,nitromethane,LYGJENNIWJXYER-UHFFFAOYSA-N
84742,8185,84-74-2,"dibutyl 1,2-benzenedicarboxylate",DOIRQSBPFJWKBE-UHFFFAOYSA-N
87683,8195,87-68-3,"1,1,2,3,4,4-hexachloro-1,3-butadiene",RWNKSTSCBHKHTB-UHFFFAOYSA-N
75058,8335,75-05-8,acetonitrile,WEVYAHXRMPXWCK-UHFFFAOYSA-N
616386,8336,616-38-6,dimethyl carbonate,IEJIGPNLZYLLBP-UHFFFAOYSA-N
76017,8909,76-01-7,pentachloroethane,BNIXVQGCZULYKV-UHFFFAOYSA-N
5989275,10734,5989-27-5,(R)-1-methyl-4-(1-methylethenyl)cyclohexene,XMGQYMWWDOXHJM-JTQLQIEISA-N
79005,11097,79-00-5,"1,1,2-trichloroethane",UBOXGVDOUJQMTN-UHFFFAOYSA-N
3875512,11802,3875-51-2,1-methylethylcyclopentane,TVSBRLGQVHJIKT-UHFFFAOYSA-N
4516692,12822,4516-69-2,"1,1,3-trimethylcyclopentane",OBKHYUIZSOIEPG-UHFFFAOYSA-N
578541,21526,578-54-1,2-ethylaniline,MLPVBIWIRCKMJV-UHFFFAOYSA-N
6876239,24289,6876-23-9,"(1R,2R)-1,2-dimethylcyclohexane",KVZJLSYJROEPSQ-HTQZYQBOSA-N
