solute_smiles,has_hansen,delta_d,delta_p,delta_h,pseudo_delta_d,pseudo_delta_p,pseudo_delta_h,MolWt,TPSA,NumHDonors,MolLogP
CC(CCC(N)=O)n1nc2ccccc2n1,False,,,,16.08573675,25.15822,41.629999999999995,218.25999450683594,73.80000305175781,1.0,1.2577999830245972
O=C1NS(=O)(=O)c2ccccc21,False,,,,15.77713,20.871330000000004,36.734,183.18800354003906,63.2400016784668,1.0,0.11869999766349792
Nc1nccc(-c2ccncc2)n1,False,,,,16.064820615384615,23.53212,38.44149999999999,172.1909942626953,64.69000244140625,1.0,1.1208000183105469
CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,False,,,,16.543814461538464,20.624309999999998,33.2195,357.4939880371094,49.77000045776367,1.0,3.342900037765503
CCC1C(=O)OCC1Cc1cncn1C,False,,,,16.041109333333335,19.82542,21.242,208.26100158691406,44.119998931884766,0.0,1.1618000268936157
Sc1nnc2ccccn12,False,,,,16.088858,17.3324,26.3665,151.19400024414062,30.190000534057617,1.0,1.0180000066757202
OC1(C2(O)CCCCC2)CCCCC1,False,,,,16.356453714285717,14.04512,37.561,198.30599975585938,40.459999084472656,2.0,2.376800060272217
CC1C(=O)C23C4CC5C(C)(CO)CCCC56COC(CC1C2OC(C)(C)O4)C63,False,,,,16.38339985714286,25.90466,39.7465,390.5199890136719,64.98999786376953,1.0,2.9354000091552734
CCCCC(C(=O)O)C(=O)N(Nc1ccccc1)c1ccccc1,False,,,,16.655105416666668,21.64143,45.0,326.39599609375,69.63999938964844,2.0,3.937700033187866
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,False,,,,16.727198,13.287069999999998,26.455,302.4580078125,37.29999923706055,1.0,4.2692999839782715
CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1,False,,,,16.53782811764706,23.21219,38.2315,467.65399169921875,64.08999633789062,1.0,3.2400999069213867
CCC(C)C(=O)NC1CCC(=O)N(CCc2ccccc2)C1=O,False,,,,16.218619739130435,21.2755,37.868,316.4010009765625,66.4800033569336,1.0,1.909000039100647
CC1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)/C=C/C(C)C(C)C,False,,,,17.49750675862069,7.3693100000000005,19.2805,398.67498779296875,20.229999542236328,1.0,7.720900058746338
O=S(Cc1ccccc1)Cc1ccccc1,False,,,,16.568073000000002,7.259049999999999,8.1745,230.33200073242188,17.06999969482422,0.0,3.135499954223633
Cc1cc(/C=C2\S/C(=N\c3ccccc3)N(c3ccccc3)C2=O)c(C)n1-c1ccc(C(F)(F)F)cc1,False,,,,17.436231243243242,17.975846,18.96,517.5759887695312,37.599998474121094,0.0,7.921539783477783
CCC(C(C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,False,,,,16.722655999999997,30.0,45.0,700.791015625,115.69999694824219,1.0,4.573200225830078
S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1,False,,,,16.771140952380954,10.272649999999999,6.867999999999999,314.47900390625,6.480000019073486,0.0,3.9375
Cc1nc(C(F)(F)F)c(C(=O)Nc2c(Br)cc(OC(F)(F)F)cc2Br)s1,False,,,,16.97666184615385,20.604978,33.727,528.0659790039062,51.220001220703125,1.0,6.1462202072143555
CCCOC(=O)Cn1cc(I)c(=O)c(I)c1,False,,,,16.4661975,20.492929999999998,22.705,447.010009765625,48.29999923706055,0.0,2.010699987411499
O=C1CCCO1,False,,,,15.80509,11.70166,12.605,86.08999633789062,26.299999237060547,0.0,0.32339999079704285
Cc1cc(C)cc(C2Oc3c(Cl)c(Cl)c(Cl)c(Cl)c3O2)c1,False,,,,17.182498476190478,9.684096,9.861,364.05499267578125,18.459999084472656,0.0,6.387040138244629
COC(=O)c1c2c(c(C)c3c1CC3=O)C(=O)C2,False,,,,16.010035176470588,22.753278,26.954,230.218994140625,60.439998626708984,0.0,1.259220004081726
COc1ccc(C2Cc3ccccc3C(=O)O2)cc1,False,,,,16.45541842105263,15.580459999999999,17.0355,254.28500366210938,35.529998779296875,0.0,3.149399995803833
c1cc(SSc2ccncc2)ccn1,False,,,,16.60101142857143,16.3128,14.823,220.32200622558594,25.780000686645508,0.0,3.2760000228881836
O=C1c2ccccc2C(=O)c2cc(-c3ccccc3)ccc21,False,,,,16.67765,12.732299999999999,15.349,284.3139953613281,34.13999938964844,0.0,4.129000186920166
CCC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,False,,,,16.551380666666667,19.866480000000003,31.7565,326.44000244140625,45.59000015258789,1.0,3.397200107574463
COc1cc(C=NNC(=O)CCn2c(C)nc3ccccc32)ccc1O,False,,,,16.361639,30.0,45.0,352.3940124511719,88.73999786376953,2.0,2.5993199348449707
Cc1ccc(-c2csc(C(C#N)=NNc3ccc(Cl)cc3)n2)cc1,False,,,,16.934530583333334,24.98143,38.3745,352.8500061035156,61.06999969482422,1.0,5.111700057983398
